f ||| e ||| p_l->r (m|(f,e)) p_l->r (s|(f,e)) p_l->r (dl|(f,e)) p_l->r (dr|(f,e)) p_r->l (m|(f,e)) p_r->l (s|(f,e)) p_r->l (dl|(f,e)) p_r->l (dr|(f,e))
den betrieben wechseln die verantwortungen ||| companies , responsibilities are changing ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
schließlich legte der rat ||| the council finally presented ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
das sehen ||| see that ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
vorschlag . ||| proposal . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
nein , herr kommissar ||| no , commissioner ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
kommen gleichzeitig die dokumente ||| the documents ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
ist diese ||| is this ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
dinge treten gemeinsam ||| things come together ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
müssen hingegen außer kraft gesetzt werden . ||| should be withdrawn . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
anders geregelt . ||| different system . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
sagt er genausowenig zu ||| does not like it either ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
sind 500 000 zuviel ||| is 500 000 too many ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
perspektive auf mitgliedschaft ? ||| prospect of membership ? ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
verantwortlich ||| responsible ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
gemeinsam verantwortlich . ||| jointly responsible . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wir leben in einer verkehrten welt ||| this is all cock - eyed ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
frau fraga . ||| mrs fraga estévez . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
seppänen . ||| seppänen . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
eine schwachstelle . ||| a weak point . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
gefahr für ||| threat to ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
haben dem zugestimmt ||| have agreed to this ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
sehr grob ||| very broad ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
im ||| there ||| 0.2668320739821811 0.6777000864629149 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
irgend jemand arbeit gefunden ? ||| anyone find work ? ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
war der ||| was the ||| 0.9600992443893087 0.006620051877748957 0.004330664260742077 0.028950039472200297 0.9662690839694656 0.0068702290076335885 0.022089694656488548 0.004770992366412214
wollen diese ||| want those ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
das realisieren ||| achieve this ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
( das parlament ist ||| ( parliament ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
kennen dieses ||| know the ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
dieser wandel ist ||| this change is ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
protokoll wird genehmigt ||| minutes were approved ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ist rein instrumentell . ||| is purely instrumental . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ist ein sehr wichtiger punkt . ||| is most certainly relevant . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
( ||| ( ||| 0.9981696901096013 0.0003036721044838971 0.00019865432388725126 0.0013279834620275365 0.9887563613231551 0.0022900763358778627 0.00736323155216285 0.0015903307888040714
ergreifen ||| take ||| 0.2668320739821811 0.6777000864629149 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
ist gigantisch ||| is a mammoth ||| 0.2668320739821811 0.6777000864629149 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
ein solches vorgehen . ||| such an approach . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wenn ich richtig verstanden ||| i thought ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
das wird ||| this has ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
darf es nicht kommen . ||| should not happen . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
verstehe , ||| understand ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
die ihm zukommenden aufgaben erfüllen ||| play their own part ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
bedeutung ||| importance ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
das ist ein klarer zeitplan ||| that is a clear timetable ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
erhielt nur begrenzten zugang ||| obtained limited access ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
, warum nicht ? ||| , why not ? ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
werden die ausgaben der zentralregierung ||| central government expenditure ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
lassen wir die führungspersonen ruhig führen ||| let the managers manage ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
beifall und unruhe ) ||| applause and mixed reactions ) ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
links ) ||| the left ) ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
danke , herr lannoye ||| thank you , mr lannoye ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
folgen lassen nicht ||| consequences do not ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
bestrebungen ||| acting upon ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.678117048346056 0.03681615776081425 0.007951653944020356
hierzu ||| on this ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.678117048346056 0.03681615776081425 0.007951653944020356
nicht aufgeben ||| not lose ||| 0.2668320739821811 0.011033419796248263 0.6738844404345702 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
das ||| that ||| 0.8181017928594866 0.009199548685016944 9.797882942855378e-05 0.17260067962606787 0.39414833999757665 0.41324366896885983 0.033499182115594335 0.15910880891796922
anderer ||| different ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.678117048346056 0.03681615776081425 0.007951653944020356
die dinge einfach ||| the situation is ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
nicht anders ||| was ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
das ziel ||| the target ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
mehr und ||| more , ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ja , auf welche weise ||| so , in what way ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
eine provokation ||| provocation ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
mündlicher änderungsantrag ||| oral amendment ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
stimmen diesen zielen zu ||| share them ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
herr oostlander . ||| mr oostlander . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
öffentlichen und privaten ||| public and private ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
bedeutet verbote , das bedeutet ||| means bans and ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
darauf , daß sie es ratifizieren ||| see them ratify it ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
es denn ? ||| this then ? ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ansatz soll ein anderer sein ||| approach should be different ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
das sein ? ||| this possible ? ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wir müssen schärfere maßnahmen ergreifen ||| we have to take tougher action ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
sind zu einer ||| have achieved a ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
es gilt also , selektive fangmethoden anzuwenden ||| so we must practise selective fishing ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
habe ich bemerkt ||| i realise that ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
zum zweiten ||| secondly ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
ist es an der zeit ||| is time ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
eine gerechte gesellschaft aus ? ||| a fair society ? ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
warum sage ich das ||| and do you know why ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
schritt nach vorn . ||| step forward . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
dokumente abhanden ||| documents disappeared everywhere simultaneously ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ist teil des risikomanagements ||| is part of risk management ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
da ist zunächst der ||| the first is ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
, frau kommissarin de palacio ||| , commissioner de palacio ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
einer allgemeinen ||| a general ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
unangebracht . ||| misplaced . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
würde ||| think ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
nicht mitschuldig ||| not be accomplices ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
elemente enthalten ||| components ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
: das thema corporate governance ||| point concerns corporate governance ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
hier ist ||| we must ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
werden sie ||| are you ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
ist schlecht formuliert ||| is badly drafted ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
preis für diese permissivität ||| an irresponsible attitude ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.2771151399491094 0.011450381679389313 0.03681615776081425 0.674618320610687
das verfahren bei einem übermäßigen defizit ||| the excessive deficit procedure ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
im blickpunkt der öffentlichkeit stehen . ||| visible . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wallström ||| wallström ||| 0.9600992443893087 0.006620051877748957 0.004330664260742077 0.028950039472200297 0.9662690839694656 0.0068702290076335885 0.022089694656488548 0.004770992366412214
ist für uns sehr ||| is very ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
verehrter kollege ||| mr liese ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
verzeichnen . ||| . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
helfen nicht ||| are no ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
diese ||| the ||| 0.9120198488778617 0.0013240103755497914 0.0008661328521484155 0.08579000789444007 0.6901922028353326 0.004907306434023991 0.301492639040349 0.0034078516902944387
ist es ||| is this ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
den betrieben wechseln ||| companies , ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
eine politische einigung . ||| a political deal . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
der grundintention ||| the basic intention ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ist ein ungeheurer skandal und nicht hinnehmbar ||| is absolutely scandalous and intolerable ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
präsident ! herr kommissar ||| president , commissioner ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
werde shakespeare zitieren . ||| will quote shakespeare . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
weiß ||| understand ||| 0.2668320739821811 0.6777000864629149 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.678117048346056 0.03681615776081425 0.007951653944020356
galeote quecedo ||| galeote quecedo ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
das parlament stimmt ||| parliament gave ||| 0.9600992443893087 0.006620051877748957 0.004330664260742077 0.028950039472200297 0.9662690839694656 0.0068702290076335885 0.022089694656488548 0.004770992366412214
nichts . ||| nothing . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wir haben jegliche ideologische überlegungen ||| we eliminated any ideological thinking ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
das nicht ein ||| this not a ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
ein so ehrgeiziges ziel in frage stellen ||| challenge such an ambition ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
allgegenwärtig . ||| . ||| 0.8004962219465434 0.033100259388744786 0.021653321303710386 0.14475019736100148 0.2771151399491094 0.011450381679389313 0.703482824427481 0.007951653944020356
wirklich genug ||| enough ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
dies ist von entscheidender bedeutung ||| that is essential ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
gibt es weitere bemerkungen ||| are there any further comments ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
eine kostendämpfung ||| to lower costs ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
wie aber lautet die wahrheit ||| and what is the truth ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.8313454198473282 0.03435114503816794 0.11044847328244274 0.02385496183206107
besteht aus mehreren ||| covers several ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
, herr corbett ||| , mr corbett ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
dann ||| would ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.2771151399491094 0.011450381679389313 0.03681615776081425 0.674618320610687
sos demokratie bei , herr präsident ||| in sos democracy ||| 0.2668320739821811 0.011033419796248263 0.007217773767903462 0.7149167324536672 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
nicht garantiert ||| not guaranteed ||| 0.9334987406488477 0.011033419796248263 0.007217773767903462 0.048250065787000494 0.943781806615776 0.011450381679389313 0.03681615776081425 0.007951653944020356
